program,link,text
e@UBCV,https://entrepreneurship.ubc.ca/engage-us/lab2market,"Are you a graduate student or postdoctoral researcher looking to validate your idea with the purpose of finding business or commercial value in what you are pursuing? Lab2 Market is a nationwide program that helps STEM graduate and postdoctoral researchers reimagine their futures. Throughout the program, you will discover a passion for entrepreneurship, build an entrepreneurial skill set, and connect with the network you need to turn your idea into a successful business. Lab2 Market Validate is your opportunity to test and evaluate your idea in an entrepreneurial landscape. Lab2 Market Validate is now being offered across British Columbia in partnership with entrepreneurship@UBC and SFU Venture Labs. For more information, please contact Lynn Jennifer Kulli at entrepreneurship@UBC or Lesley Duncan at SFU Venture Labs. Learn and practice entrepreneurial skills focused on market research, customer discovery, IP/patent landscape, and gain access to a network of experienced researchers. The program runs for 4 months, from February to May 2024, and is a full-time commitment of 30-40 hours a week. Offered free of cost with a $15,000 stipend available per accepted applicant team. Access to mentors, industry experts, and potential funders. Entrepreneurial Lead (main applicant): Full-time graduate student (Masters, Ph.D., or Postdoc) who has developed or is currently developing tech-based university research. Technical Lead (faculty member): Principal investigator (PI) for the research project. We are offering two cohorts and invite you to apply to one of the following streams: National Lab2 Market Health Cohort: For research in Health Sciences, including Pharmaceutical, Medical Device, Med-tech, Human and Animal Health, Health IT, Digital Health, and Health-related AI projects. Pacific Lab2 Market Validate Research Cohort: Industry agnostic, open to fields of study not related to Health Sciences for those at post-secondary institutions in British Columbia. Lab2 Market Validate (L2M) applicants do not have to commit to pursuing commercialization of their IP, while Lab2 Launch (L2L) applicants do. L2M involves a single applicant/participant, a grad student inventor, whereas L2L requires a committed founding team. L2M focuses on establishing market potential through customer discovery, shifting the scientific focus from technology to users and their needs. L2L goes beyond evaluating market opportunities to build a viable business.Researchers across BC are eligible for the Regional Cohort, and researchers across Canada are eligible for the Health Cohort. Must be a current graduate or postdoc researcher, or recent graduate program alumni (within 2 years), eligible for Mitacs funding. No fees to participate in Lab2 Market Validate. Travel expenditures may be required for in-person participation in Vancouver. Funding provided by Mitacs Business Strategy Internship and Pacifican. Participants must complete a successful funding application to join the program."
e@UBCO,https://entrepreneurship.ok.ubc.ca/,"We inspire and encourage entrepreneurial thinking. entrepreneurship@UBCO offers UBC Okanagan students, faculty, staff, and alumni training and mentorship support to explore their startup ideas, build connections within the Okanagan innovation ecosystem, and develop the skill set needed to launch a successful new venture. This includes venture-building programs, mentoring, and investment opportunities."
e@UBCO,https://entrepreneurship.ok.ubc.ca/programs/ediscovery/,"eDiscovery is a dynamic 7-week program designed for UBCO students, faculty, staff, alumni, researchers, and the broader Okanagan community to transform their innovative ideas into sustainable impact. Whether you’re envisioning a new service, starting a business, creating a not-for-profit, or anything in between, eDiscovery provides the essential tools and resources to build toward sustainability. The program walks participants through the journey of turning an idea into impactful real-world outcomes. In partnership with WeBC, this no-cost program is delivered through a series of core workshops from Accelerate Okanagan and supplemented with tailored online training from Impact Toolbox. Over the course of seven weeks, participants will harness comprehensive resources to advance their ideas in between workshops. A structured framework for defining problems and presenting solutions. Valuable insights into becoming a successful problem solver or business owner. Guidance from an experienced innovator. Skills to define problems worth solving, validate business ideas, craft solutions, create viable business models, and communicate concepts effectively. Workshop sessions will guide participants through: Problem Analysis and Ideation. Lean Business Model Canvas Design. Problem Validation and Customer Discovery. Solution Testing and Customer Validation. Positioning and Presenting a Business Idea."
e@UBCO,https://entrepreneurship.ok.ubc.ca/programs/startup-sprint/,"The concept is simple: venture to start a company over a weekend by solving some of society's biggest challenges! e@UBCO Startup Sprint teaches entrepreneurial skills in a hands-on environment. This program provides the tools, learning, and practical experience needed to start a successful business, creating a living entrepreneurship laboratory for a diverse community group. Participants range from local business owners and entrepreneurial-curious freshmen to freshly-minted PhDs, faculty, and researchers. Participants gain experience in: Pursuing and building a new venture. Cross-disciplinary collaboration. Brainstorming and ideation. Group productivity. Ad-hoc leadership. Decision-making under severe time constraints."
e@UBCO,https://entrepreneurship.ok.ubc.ca/programs/entrepreneur-in-residence/,"Gain access to hands-on support provided by a local industry expert. The Entrepreneur-in-Residence acts as an additional support for the UBCO community. An EiR is typically a successful startup CEO and/or executive, bringing extensive sector-specific expertise and guidance to the venture-building journey. Our current EiR, Ty Summach, works with teams one-on-one through office hours, assists with content development and delivery, and serves as a champion mentor. Learning from someone who has ‘been there’ is invaluable."
e@UBCO,https://entrepreneurship.ok.ubc.ca/resources/funding-support/,"Business Development Bank: Supports small and medium-sized businesses in all industries and at every stage of growth with money and advice, including flexible financing, advisory services, and access to specialized financing and investment solutions. Community Futures Business Corporation: Offers services and tools to help entrepreneurs and small business owners achieve their goals, including business support services, planning advice, loans, and self-employment assistance. Focuses on rural development and providing business financing to small local businesses. Indigenous Business Development Services: Provides early-stage entrepreneurship support for new and existing Indigenous entrepreneurs and business organizations in Western Canada. Innovation Canada: Offers programs and services to help businesses innovate, create jobs, and grow Canada’s economy through funding, expert advice, and new collaborations. Futurepreneur: Provides financing, mentoring, and support tools to aspiring business owners aged 18-39, with up to $60,000 in financing, an expert business mentor for up to two years, and resources to help plan, manage, and grow businesses. Mitacs: Connects industry with post-secondary institutions to solve business challenges, funding research, creating job opportunities, and helping companies reach their goals. National Research Council of Canada Industrial Research Assistance Program: Provides financial support to qualified small and medium-sized enterprises in Canada to undertake technology innovation. Natural Science and Engineering Research Council: The grants provide Canadian-based companies with access to university and college expertise to address complex challenges and create economic, social, and environmental benefits. Scientific Research and Experimental Development: Uses tax incentives to encourage Canadian businesses to conduct research and development (R&D) through income tax deductions, investment tax credits, and refunds. Social Sciences and Humanities Research Council: Offers partnership funding opportunities to advance knowledge on critical issues of intellectual, social, economic, and cultural significance. Economic Trust of the Southern Interior: Supports strategic investments in economic development projects with long-lasting benefits, focusing on five strategic pillars: building economic development capacity, supporting business resilience and growth, developing human capital, innovating and advancing key sectors, and creating value for the economic development ecosystem. Startup Canada: Provides networking, education, mentorship, and support to new entrepreneurs looking to scale a business. Small Business BC: Helps entrepreneurs grow successful and sustainable businesses through expert advisors, educational services, free resources, and community events. Valhalla Angels: Offers monthly forums where members hear company pitches and network with investors, sponsors, and presenting companies. Contact Grant Lawrence for information. Western Economic Diversification: The Western Innovation initiative provides funding to qualified SMEs to help accelerate the commercialization of innovative products, processes, and services in Western Canada."
e@UBCO,https://entrepreneurship.ok.ubc.ca/resources/employment/,"Co-Op Programs: Students in the co-op program are available for part-time employment, co-op terms, and full-time hire upon graduation. Employers can hire pre-screened students at a cost-effective rate, with grants available to help subsidize costs. Students can complete a paid 12-16 week work term to gain valuable experience in their field. Innovation BC: Provides up to $20,000 per year of financial assistance for companies utilizing co-op programs. BC Provincial Nominee Program Tech Pilot: Offers a dedicated concierge service for tech employers to access skills and talent of new Canadians, with an expedited immigration pathway for tech-skilled applicants seeking permanent residency. National Research Council Youth Employment Program: Provides financial assistance to employers hiring young (15-30 yrs), highly skilled post-secondary Canadian graduates. Innovate BC Innovator Skills Initiative Grant Program: Provides tech-focused companies up to $5,000 per term/per employee hired from a post-secondary institution in BC. Get Youth Working Program: Offers employment counseling, job entry skills, certificate training, paid work experience, mentoring, and post-job placement support for eligible youth (17-29 yrs). Employers hiring eligible youth for full-time sustainable employment can receive a wage subsidy incentive of $2,800 per employee and up to $1,000 for additional training. BC Employer Training Grant Program: Helps job seekers access skills training and offsets costs for employers investing in employee training. The grant covers up to two-thirds of training costs, up to $10,000. Canada Summer Jobs: Provides wage subsidies to employers from not-for-profit organizations, the public sector, and private sector organizations with 50 or fewer full-time employees, to create quality summer work experiences for young people aged 15 to 30 years."
e@UBCO,https://entrepreneurship.ok.ubc.ca/resources/equal-opportunity/,"These specialized programs and services offer tailored support to help female-identifying and non-binary founders launch and scale their businesses. Women’s Equity Lab: An entry point for women to engage in early-stage investing. Participants co-invest with a small amount of risk capital following a step-wise educational process. Ventures can apply for consideration of the fund. Webc: Offers small business loans (up to $150,000) to women-owned businesses in BC to help start, enhance, or grow a business. Services include business skills training, personalized business advice, mentoring, practical business resources, and a supportive community. Startup Canada Women Entrepreneurs Program: Supports women entrepreneurs, particularly those from marginalized backgrounds, to start and scale thriving businesses. Women’s Enterprise Initiative: Provides a variety of unique products for women entrepreneurs, including business advisory services, training, networking opportunities, loans, and referrals to complementary services. The WEI organizations support women entrepreneurs to take their businesses to the next level."
e@UBCO,https://entrepreneurship.ok.ubc.ca/resources/accelerators/,"This network of accelerators throughout the BC Interior offers unique programming and support to assist start-ups in scaling their ventures. Kelowna Innovation Centre: Accelerate Okanagan helps early to growth stage companies launch, accelerate, and grow their ventures. It offers continuous acceleration programs, tools, structure, and support to help the OKGNtech community succeed. Innovation Central Society: Supports technology entrepreneurs in starting and growing successful companies. Hosts events and runs programs focusing on developing and supporting an innovative technology community in the northern interior of British Columbia. Kamloops Innovation Centre: A technology business accelerator offering programs that guide, coach, and mentor early-stage ventures. Also offers shared office spaces and organizes technology community events. Kootenay Association for Science & Technology: The largest technology-focused economic development association in the Kootenay region. Kootenay Rockies Innovation Council: A non-profit society providing programming and events targeting businesses, communities, and students/educators involved in science, technology, and innovation. Nelson Innovation Centre: A community hub for entrepreneurs and businesses to connect and get support through programming and referral services to take their businesses to a new level. Purppl: A social enterprise accelerator that helps social entrepreneurs build sustainable revenue and impact models and implement long-term solutions to community, social, and environmental challenges. WeBC: Since 1995, WeBC has fueled the success of women-led businesses, providing business skills training, personalized business advice, mentoring, practical business resources, and a supportive community to help women business owners gain the skills, mindset, financing, and networks they need to realize their business potential."
UBC Social Enterprise Club,http://socialenterpriseclub.ca/,"UBC Social Enterprise Club. Bridging disciplines. Creating change-makers. The Social Enterprise Conference is a day of interactive learning, inspiration, and connection-building. Over the past 5 years, the conferences have immersed more than 1000 student delegates in the social enterprise world and introduced them to social entrepreneurship. This year’s theme, equips delegates with the knowledge and tools to bring clarity to their actions. Conference Highlights: inspiring keynote speakers. interactive workshops. breakout panels. Networking opportunities. Delicious sit-down lunch/boothing and dessert. Testimonials: I was part of a group of like-minded people willing to share their passions and get excited at the thought of social impact. By joining this team, I really felt like I found my place. Joining SEC was the best decision I made this year. It’s insane to think that Priyanka Vasudev, Fran Aguila, and I now have our own social enterprise, Kanekta, simply because we met and experienced things through UBC SEC. I will be forever thankful for that. Contrary to my first year, social entrepreneurship is becoming much more relevant on campus with more courses added every year and a significant perspective shift of faculty members towards the importance of this field. Choosing Social Enterprise Club is not just choosing a club, it's choosing an enterprising and socially focused lifestyle, and most importantly, it's choosing a friendship group consisting of the loveliest and most considerate people you will ever meet. People channel their passions into the most innovative ideas to tackle the challenges our world faces today... I love my team, I love what we do and I love that we learn to see challenges as opportunities.

"
UBC Social Enterprise Club,http://socialenterpriseclub.ca/about/,"At SEC we’re passionate about combining altruism with entrepreneurship to propose innovative business solutions to social problems. Social entrepreneurship combines innovation, resourcefulness, and opportunity to address critical social and environmental challenges. Key concepts include innovation, market orientation, and systems change. A social entrepreneur is focused on transforming systems and practices that are the root causes of social and environmental issues. They may set up for-profit or not-for-profit organizations, with the primary objective of creating sustainable systematic change. A business that operates not only to generate profit but whose core mission revolves around creating measurable impact. Ice Breaker: Students from all faculties and skill levels engaged with social enterprises to ideate solutions to social issues. Impact Week: A series of events addressing urgent issues like climate, poverty, inequality, and health, in collaboration with 9 UBC-based clubs and centers. Innovation Expo: An exposition of social enterprises, social innovation, and sustainability-related professionals, under the theme ""Social Enterprise is a Mindset, not a Profession."" UBC SEC Conference: Connect with founders of highly successful social enterprises and local heroes driving change. Limitless Conference: Preparing and connecting delegates with tools and mentors to question traditional norms and create a change maker within themselves. In 2012, UBC Social Enterprise Club emerged from passionate, innovative, and motivated students aiming to create change. SEC has engaged thousands of students and grown to bridge disciplines, unite students and social enterprise, and create change makers. Our Goals: We strive to create a lasting impact by educating, empowering, and inspiring students to become catalysts for sustainable positive change and think creatively about social issues. Social Enterprise: A social enterprise innovates business models to achieve a triple bottom line: profit reinvested in social good, social impact, and environmental impact. Social entrepreneurs drive change that disrupts the status quo. We Bridge Disciplines: We believe in connecting diverse skill sets for social innovation, bringing students from all faculties together. We Unite Students and Social Enterprise: We facilitate the engagement of students with social entrepreneurs and concepts, providing opportunities for students to explore social innovation. We Create Changemakers: SEC envisions a world where business is used as a tool for social good, creating sustainable impact and a better world. We aim to accelerate the growth of the changemaker network at UBC and encourage students to make a difference."
eProjects UBC,https://amscampusbase.ubc.ca/eprojubc/home/,"Projects is a student-run organization with a goal to assist young entrepreneurs at UBC and in Vancouver in building successful startup businesses. Members Benefits: Become a member and get free or discounted access to every event, member-exclusive early-bird access, priority in internship and networking opportunities. Enjoy dining with CEOs, competing in UBC's Shark Tank, and learning about start-ups with our speaker series."
Enactus UBC,https://enactusubc.ca/,"Creating social impact through entrepreneurship. To make measurable improvements in the community through the use of entrepreneurship while helping UBC students become socially responsible business leaders. To improve the community through increased opportunity, economic equality, and social responsibility. We stand by three core values of curiosity, courage, and change. An intensive, 4-month entrepreneurial education project empowering high school students through interactive workshops to develop business and soft skills. Students create mini social enterprises addressing social or environmental concerns, culminating in pitches to industry professionals. A 6-month program for Grade 6-7 students introducing social entrepreneurship through interactive digital workshops and monthly learning challenges. Students showcase their work at Enspire Day, the annual flagship event. Dedicated to mitigating and diverting food waste in the Lower Mainland while tackling food insecurity. Facilitates the donation of excess food from organizations and retailers to UBC distribution sites, helping food-insecure students and residents. Plans to expand and find innovative uses for upcycled organics. Aims to bridge the knowledge gap about Indigenous history and mobilize non-Indigenous youth through social entrepreneurship. Through workshops, modules, and a final conference, it educates on settler colonialism, Indigenous history, and rights. Preparing to launch in high schools in September."
Enactus UBC,https://enactusubc.ca/about,"Enactus UBC strives to empower communities through entrepreneurship. We fuel opportunity, drive equality, and embrace social responsibility, creating measurable improvements for our communities. Curiosity: We continuously question our surroundings to see if we can make something better. Courage: We are willing to do something different to achieve our goals. Change: We know that together, we can and will make a difference. Enactus is a global platform for student-driven community improvement through entrepreneurship. With teams in 33 countries and over 72,000 students, we impact over 13 million lives worldwide. Enactus UBC was first established in 2001 as ACE (Advancing Canadian Entrepreneurship). Join our team of over 150 members as we tackle pressing social issues through our projects, and compete at the Enactus Canada Regional and National Expositions. Enactus serves as a global platform for students to drive enduring community improvements through entrepreneurial action. By leveraging their innovative spirit and business acumen, Enactus students bring their projects and enterprises to life within their communities. With a presence in 33 countries, our network encompasses 1,064 university teams and over 72,000 students, collectively impacting over 13 million lives worldwide. This year, Enactus UBC spearheads transformative endeavors in the Vancouver community through five distinctive projects: Ennovate, Enspire, Seeder, Patch, and Building Bridges. Each project is tailored to address a specific and urgent social challenge within our community."
Enactus UBC,https://enactusubc.ca/competitions,"Enactus UBC strives to empower communities through entrepreneurship. We fuel opportunity, drive equality, and embrace social responsibility, creating measurable improvements for our communities. Annually, our team represents UBC by competing in the Enactus Canada Regional and National Expositions. These expositions bring together student, academic, and industry leaders to celebrate the achievements of Canada's future leaders and entrepreneurs. The impact of each school’s entrepreneurial initiatives is showcased through business presentations in various categories."
Enactus UBC,https://enactusubc.ca/ennovate,"Ennovate is Enactus UBC’s largest project, aiming to empower over 500 youth annually across the Lower Mainland with hands-on experience in social entrepreneurship. Each year, schools come together to receive workshops from our Project Associates, teaching fundamental business skills such as marketing, accounting, and presentation skills. Ennovate creates a long-lasting impact in local communities, sparking entrepreneurial action in students and generating awareness for pressing issues. Students have the opportunity to create tangible change in issues they care about."
